gene_id,gene_name,gene_biotype,description,transcript_id,chrom,start,end,strand,TPU.length,ARE.cts
ENSMUSG00000029625,Cpsf4,protein_coding,cleavage and polyadenylation specific factor 4 [Source:MGI Symbol;Acc:MGI:1861602],ENSMUST00000160629,5,145181205,145182041,+,837,1
ENSMUSG00000038690,Atp5j2,protein_coding,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2 [Source:MGI Symbol;Acc:MGI:1927558]",ENSMUST00000161845,5,145184386,145184641,-,256,0
ENSMUSG00000029627,Zkscan14,protein_coding,zinc finger with KRAB and SCAN domains 14 [Source:MGI Symbol;Acc:MGI:1914485],ENSMUST00000198959,5,145199626,145201234,-,1609,1
ENSMUSG00000055991,Zkscan5,protein_coding,zinc finger with KRAB and SCAN domains 5 [Source:MGI Symbol;Acc:MGI:107533],ENSMUST00000085671,5,145221150,145221750,+,601,0
ENSMUSG00000007812,Zfp655,protein_coding,zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861],ENSMUST00000199322,5,145243575,145247301,+,3727,10
ENSMUSG00000070420,Zscan25,protein_coding,zinc finger and SCAN domain containing 25 [Source:MGI Symbol;Acc:MGI:3647079],ENSMUST00000094116,5,145291160,145291278,+,119,0
ENSMUSG00000070419,Cyp3a57,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 57 [Source:MGI Symbol;Acc:MGI:3646373]",ENSMUST00000079268,5,145390513,145390926,+,414,2
ENSMUSG00000038656,Cyp3a16,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 16 [Source:MGI Symbol;Acc:MGI:106099]",ENSMUST00000031633,5,145436309,145436440,-,132,0
ENSMUSG00000075552,Cyp3a41b,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 41B [Source:MGI Symbol;Acc:MGI:3714859]",ENSMUST00000075837,5,145558664,145559121,-,458,1
ENSMUSG00000075551,Cyp3a41a,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 41A [Source:MGI Symbol;Acc:MGI:1858451]",ENSMUST00000094111,5,145694049,145694506,-,458,1
ENSMUSG00000054417,Cyp3a44,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 44 [Source:MGI Symbol;Acc:MGI:2449818]",ENSMUST00000067479,5,145773983,145774344,-,362,0
ENSMUSG00000056035,Cyp3a11,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]",ENSMUST00000035918,5,145854426,145855066,-,641,1
ENSMUSG00000029630,Cyp3a25,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 25 [Source:MGI Symbol;Acc:MGI:1930638]",ENSMUST00000068317,5,145977196,145977606,-,411,2
ENSMUSG00000061292,Cyp3a59,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 59 [Source:MGI Symbol;Acc:MGI:3769707]",ENSMUST00000035571,5,146112876,146113285,+,410,1
ENSMUSG00000104752,Gm5565,protein_coding,predicted gene 5565 [Source:MGI Symbol;Acc:MGI:3779499],ENSMUST00000199463,5,146157802,146157980,-,179,2
ENSMUSG00000096798,Gm6309,protein_coding,predicted gene 6309 [Source:MGI Symbol;Acc:MGI:3643357],ENSMUST00000174320,5,146167976,146168153,-,178,0
ENSMUSG00000095040,1700001J03Rik,protein_coding,RIKEN cDNA 1700001J03 gene [Source:MGI Symbol;Acc:MGI:1916532],ENSMUST00000073721,5,146182441,146182533,-,93,0
ENSMUSG00000029634,Rnf6,protein_coding,ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382],ENSMUST00000161859,5,146209192,146210202,-,1011,3
ENSMUSG00000029635,Cdk8,protein_coding,cyclin-dependent kinase 8 [Source:MGI Symbol;Acc:MGI:1196224],ENSMUST00000031640,5,146301702,146302874,+,1173,4
ENSMUSG00000029636,Wasf3,protein_coding,"WAS protein family, member 3 [Source:MGI Symbol;Acc:MGI:2658986]",ENSMUST00000016143,5,146470378,146473615,+,3238,17
ENSMUSG00000096344,Gm6408,protein_coding,predicted gene 6408 [Source:MGI Symbol;Acc:MGI:3779591],ENSMUST00000179032,5,146484526,146484704,+,179,1
ENSMUSG00000096527,Gm6370,protein_coding,predicted gene 6370 [Source:MGI Symbol;Acc:MGI:3779587],ENSMUST00000110611,5,146493955,146494132,+,178,0
ENSMUSG00000079093,4930449I24Rik,protein_coding,RIKEN cDNA 4930449I24 gene [Source:MGI Symbol;Acc:MGI:1914660],ENSMUST00000110598,5,146505005,146505183,+,179,1
ENSMUSG00000041505,Gm3402,protein_coding,predicted gene 3402 [Source:MGI Symbol;Acc:MGI:3781580],ENSMUST00000200228,5,146516725,146516902,+,178,0
ENSMUSG00000079091,Gm3404,protein_coding,predicted gene 3404 [Source:MGI Symbol;Acc:MGI:3781582],ENSMUST00000110596,5,146528376,146528553,+,178,0
ENSMUSG00000096664,Gm3409,protein_coding,predicted gene 3409 [Source:MGI Symbol;Acc:MGI:3781587],ENSMUST00000199142,5,146540250,146540427,+,178,0
ENSMUSG00000095557,Gm3415,protein_coding,predicted gene 3415 [Source:MGI Symbol;Acc:MGI:3781593],ENSMUST00000179214,5,146558738,146558915,+,178,0
ENSMUSG00000041468,Gpr12,protein_coding,G-protein coupled receptor 12 [Source:MGI Symbol;Acc:MGI:101909],ENSMUST00000036211,5,146582400,146583105,-,706,0
ENSMUSG00000029640,Usp12,protein_coding,ubiquitin specific peptidase 12 [Source:MGI Symbol;Acc:MGI:1270128],ENSMUST00000085614,5,146734809,146737678,-,2870,8
ENSMUSG00000041453,Rpl21,protein_coding,ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340],ENSMUST00000035983,5,146835954,146837032,+,1079,4
ENSMUSG00000029641,Rasl11a,protein_coding,"RAS-like, family 11, member A [Source:MGI Symbol;Acc:MGI:1916145]",ENSMUST00000031646,5,146847476,146847726,+,251,1
ENSMUSG00000016503,Gtf3a,protein_coding,general transcription factor III A [Source:MGI Symbol;Acc:MGI:1913846],ENSMUST00000132102,5,146955286,146955606,+,321,0
ENSMUSG00000016510,Mtif3,protein_coding,mitochondrial translational initiation factor 3 [Source:MGI Symbol;Acc:MGI:1923616],ENSMUST00000066675,5,146951573,146955593,-,4021,1
ENSMUSG00000016520,Lnx2,protein_coding,ligand of numb-protein X 2 [Source:MGI Symbol;Acc:MGI:2155959],ENSMUST00000016664,5,147016655,147018920,-,2266,6
ENSMUSG00000029642,Polr1d,protein_coding,polymerase (RNA) I polypeptide D [Source:MGI Symbol;Acc:MGI:108403],ENSMUST00000200993,5,147110653,147111597,+,945,0
ENSMUSG00000053129,Gsx1,protein_coding,GS homeobox 1 [Source:MGI Symbol;Acc:MGI:95842],ENSMUST00000065382,5,147190155,147190947,+,793,5
ENSMUSG00000029644,Pdx1,protein_coding,pancreatic and duodenal homeobox 1 [Source:MGI Symbol;Acc:MGI:102851],ENSMUST00000085591,5,147274826,147275848,+,1023,3
ENSMUSG00000029646,Cdx2,protein_coding,caudal type homeobox 2 [Source:MGI Symbol;Acc:MGI:88361],ENSMUST00000031650,5,147300805,147301841,-,1037,2
ENSMUSG00000075543,Urad,protein_coding,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5) decarboxylase [Source:MGI Symbol;Acc:MGI:3647519],ENSMUST00000100433,5,147314984,147315103,-,120,0
ENSMUSG00000042817,Flt3,protein_coding,FMS-like tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:95559],ENSMUST00000049324,5,147330741,147331170,-,430,3
ENSMUSG00000029647,Pan3,protein_coding,PAN3 poly(A) specific ribonuclease subunit [Source:MGI Symbol;Acc:MGI:1919837],ENSMUST00000176600,5,147545747,147548496,+,2750,7
ENSMUSG00000029648,Flt1,protein_coding,FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558],ENSMUST00000110529,5,147635159,147639129,-,3971,11
ENSMUSG00000029649,Pomp,protein_coding,proteasome maturation protein [Source:MGI Symbol;Acc:MGI:1913787],ENSMUST00000201120,5,147869610,147873063,+,3454,5
ENSMUSG00000029650,Slc46a3,protein_coding,"solute carrier family 46, member 3 [Source:MGI Symbol;Acc:MGI:1918956]",ENSMUST00000118527,5,147878437,147879132,-,696,1
ENSMUSG00000029651,Mtus2,protein_coding,microtubule associated tumor suppressor candidate 2 [Source:MGI Symbol;Acc:MGI:1915388],ENSMUST00000085558,5,148313520,148316065,+,2546,3
ENSMUSG00000041313,Slc7a1,protein_coding,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]",ENSMUST00000048116,5,148327410,148332439,-,5030,10
ENSMUSG00000001687,Ubl3,protein_coding,ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373],ENSMUST00000079324,5,148504635,148506134,-,1500,5
ENSMUSG00000041298,Katnal1,protein_coding,katanin p60 subunit A-like 1 [Source:MGI Symbol;Acc:MGI:2387638],ENSMUST00000047257,5,148871584,148876137,-,4554,12
ENSMUSG00000066551,Hmgb1,protein_coding,high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113],ENSMUST00000085546,5,149046702,149048736,-,2035,6
ENSMUSG00000041264,Uspl1,protein_coding,ubiquitin specific peptidase like 1 [Source:MGI Symbol;Acc:MGI:2442342],ENSMUST00000117878,5,149214046,149215433,+,1388,1
ENSMUSG00000060063,Alox5ap,protein_coding,arachidonate 5-lipoxygenase activating protein [Source:MGI Symbol;Acc:MGI:107505],ENSMUST00000071130,5,149287735,149288153,+,419,2
ENSMUSG00000029659,Medag,protein_coding,mesenteric estrogen dependent adipogenesis [Source:MGI Symbol;Acc:MGI:1917967],ENSMUST00000093110,5,149429912,149431723,+,1812,2
ENSMUSG00000029660,Tex26,protein_coding,testis expressed 26 [Source:MGI Symbol;Acc:MGI:1923110],ENSMUST00000201683,5,149470439,149470979,+,541,4
ENSMUSG00000029658,Wdr95,protein_coding,WD40 repeat domain 95 [Source:MGI Symbol;Acc:MGI:1923042],ENSMUST00000110502,5,149611734,149611894,+,161,0
ENSMUSG00000029657,Hsph1,protein_coding,heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053],ENSMUST00000202361,5,149616544,149617506,-,963,2
ENSMUSG00000051950,B3glct,protein_coding,beta-3-glucosyltransferase [Source:MGI Symbol;Acc:MGI:2685903],ENSMUST00000100404,5,149759607,149762599,+,2993,9
ENSMUSG00000053368,Rxfp2,protein_coding,relaxin/insulin-like family peptide receptor 2 [Source:MGI Symbol;Acc:MGI:2153463],ENSMUST00000065745,5,150081205,150081336,+,132,0
ENSMUSG00000056602,Fry,protein_coding,FRY microtubule binding protein [Source:MGI Symbol;Acc:MGI:2443895],ENSMUST00000087204,5,150496426,150497753,+,1328,6
ENSMUSG00000056586,Zar1l,protein_coding,zygote arrest 1-like [Source:MGI Symbol;Acc:MGI:3690051],ENSMUST00000118769,5,150507055,150507068,-,14,0
ENSMUSG00000041147,Brca2,protein_coding,"breast cancer 2, early onset [Source:MGI Symbol;Acc:MGI:109337]",ENSMUST00000202313,5,150569512,150569747,+,236,2
ENSMUSG00000041132,N4bp2l1,protein_coding,NEDD4 binding protein 2-like 1 [Source:MGI Symbol;Acc:MGI:2140872],ENSMUST00000016279,5,150571644,150572742,-,1099,5
ENSMUSG00000029655,N4bp2l2,protein_coding,NEDD4 binding protein 2-like 2 [Source:MGI Symbol;Acc:MGI:2687207],ENSMUST00000118316,5,150635972,150643113,-,7142,41
ENSMUSG00000034021,Pds5b,protein_coding,PDS5 cohesin associated factor B [Source:MGI Symbol;Acc:MGI:2140945],ENSMUST00000016569,5,150807849,150810690,+,2842,18
ENSMUSG00000058488,Kl,protein_coding,klotho [Source:MGI Symbol;Acc:MGI:1101771],ENSMUST00000078856,5,150991855,150993817,+,1963,5
ENSMUSG00000016128,Stard13,protein_coding,StAR-related lipid transfer (START) domain containing 13 [Source:MGI Symbol;Acc:MGI:2385331],ENSMUST00000110483,5,151037510,151039654,-,2145,8
ENSMUSG00000091794,Vmn2r18,protein_coding,"vomeronasal 2, receptor 18 [Source:MGI Symbol;Acc:MGI:3645314]",ENSMUST00000233599,5,151561190,151561660,-,471,2
ENSMUSG00000033970,Rfc3,protein_coding,replication factor C (activator 1) 3 [Source:MGI Symbol;Acc:MGI:1916513],ENSMUST00000038131,5,151642756,151642911,-,156,1
ENSMUSG00000047735,Samd9l,protein_coding,sterile alpha motif domain containing 9-like [Source:MGI Symbol;Acc:MGI:1343184],ENSMUST00000120087,6,3372257,3372519,-,263,0
ENSMUSG00000044156,Hepacam2,protein_coding,HEPACAM family member 2 [Source:MGI Symbol;Acc:MGI:2141520],ENSMUST00000049985,6,3457096,3457912,-,817,2
ENSMUSG00000001376,Vps50,protein_coding,VPS50 EARP/GARPII complex subunit [Source:MGI Symbol;Acc:MGI:1920538],ENSMUST00000164052,6,3601383,3603315,+,1933,5
ENSMUSG00000023964,Calcr,protein_coding,calcitonin receptor [Source:MGI Symbol;Acc:MGI:101950],ENSMUST00000171613,6,3685680,3687394,-,1715,6
ENSMUSG00000029664,Tfpi2,protein_coding,tissue factor pathway inhibitor 2 [Source:MGI Symbol;Acc:MGI:108543],ENSMUST00000031674,6,3962595,3963379,-,785,7
ENSMUSG00000029663,Gngt1,protein_coding,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1 [Source:MGI Symbol;Acc:MGI:109165]",ENSMUST00000031673,6,3996781,3997436,+,656,7
ENSMUSG00000032766,Gng11,protein_coding,"guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]",ENSMUST00000031670,6,4008161,4008445,+,285,0
ENSMUSG00000032757,Bet1,protein_coding,Bet1 golgi vesicular membrane trafficking protein [Source:MGI Symbol;Acc:MGI:1343104],ENSMUST00000049166,6,4076899,4077880,-,982,6
ENSMUSG00000029661,Col1a2,protein_coding,"collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]",ENSMUST00000031668,6,4540663,4541544,+,882,1
ENSMUSG00000015189,Casd1,protein_coding,CAS1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384865],ENSMUST00000015333,6,4642119,4643355,+,1237,8
ENSMUSG00000004631,Sgce,protein_coding,"sarcoglycan, epsilon [Source:MGI Symbol;Acc:MGI:1329042]",ENSMUST00000115577,6,4674350,4674615,-,266,1
ENSMUSG00000092035,Peg10,protein_coding,paternally expressed 10 [Source:MGI Symbol;Acc:MGI:2157785],ENSMUST00000176204,6,4755352,4760517,+,5166,9
ENSMUSG00000032827,Ppp1r9a,protein_coding,"protein phosphatase 1, regulatory subunit 9A [Source:MGI Symbol;Acc:MGI:2442401]",ENSMUST00000035813,6,5159753,5165661,+,5909,17
ENSMUSG00000002588,Pon1,protein_coding,paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295],ENSMUST00000002663,6,5168090,5168337,-,248,0
ENSMUSG00000029759,Pon3,protein_coding,paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686],ENSMUST00000031773,6,5220852,5221563,-,712,1
ENSMUSG00000032667,Pon2,protein_coding,paraoxonase 2 [Source:MGI Symbol;Acc:MGI:106687],ENSMUST00000057792,6,5264147,5265320,-,1174,3
ENSMUSG00000042607,Asb4,protein_coding,ankyrin repeat and SOCS box-containing 4 [Source:MGI Symbol;Acc:MGI:1929751],ENSMUST00000043294,6,5431048,5433022,+,1975,8
ENSMUSG00000019577,Pdk4,protein_coding,"pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]",ENSMUST00000019721,6,5483351,5485448,-,2098,8
ENSMUSG00000029757,Dync1i1,protein_coding,dynein cytoplasmic 1 intermediate chain 1 [Source:MGI Symbol;Acc:MGI:107743],ENSMUST00000115556,6,6027483,6028039,+,557,4
ENSMUSG00000015112,Slc25a13,protein_coding,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13 [Source:MGI Symbol;Acc:MGI:1354721]",ENSMUST00000015256,6,6041218,6042145,-,928,5
ENSMUSG00000042541,Sem1,protein_coding,"SEM1, 26S proteasome complex subunit [Source:MGI Symbol;Acc:MGI:109238]",ENSMUST00000041111,6,6557294,6558448,-,1155,11
ENSMUSG00000029754,Dlx6,protein_coding,distal-less homeobox 6 [Source:MGI Symbol;Acc:MGI:101927],ENSMUST00000160937,6,6867293,6868568,+,1276,5
ENSMUSG00000029755,Dlx5,protein_coding,distal-less homeobox 5 [Source:MGI Symbol;Acc:MGI:101926],ENSMUST00000142635,6,6877805,6878488,-,684,1
ENSMUSG00000042505,Sdhaf3,protein_coding,succinate dehydrogenase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913288],ENSMUST00000040826,6,7039058,7042979,+,3922,6
ENSMUSG00000061762,Tac1,protein_coding,tachykinin 1 [Source:MGI Symbol;Acc:MGI:98474],ENSMUST00000185187,6,7562433,7562977,+,545,3
ENSMUSG00000029752,Asns,protein_coding,asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929],ENSMUST00000115542,6,7675169,7675314,-,146,0
ENSMUSG00000042460,C1galt1,protein_coding,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 [Source:MGI Symbol;Acc:MGI:2151071]",ENSMUST00000040159,6,7871258,7875687,+,4430,26
ENSMUSG00000068794,Col28a1,protein_coding,"collagen, type XXVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2685312]",ENSMUST00000115537,6,7997808,7998481,-,674,3
ENSMUSG00000042447,Mios,protein_coding,meiosis regulator for oocyte development [Source:MGI Symbol;Acc:MGI:2182066],ENSMUST00000040017,6,8235482,8236274,+,793,4
ENSMUSG00000012483,Rpa3,protein_coding,replication protein A3 [Source:MGI Symbol;Acc:MGI:1915490],ENSMUST00000012627,6,8255936,8256164,-,229,0
ENSMUSG00000089862,Umad1,protein_coding,UMAP1-MVP12 associated (UMA) domain containing 1 [Source:MGI Symbol;Acc:MGI:3840148],ENSMUST00000159335,6,8457560,8459470,+,1911,5
ENSMUSG00000029638,Glcci1,protein_coding,glucocorticoid induced transcript 1 [Source:MGI Symbol;Acc:MGI:2179717],ENSMUST00000064285,6,8593253,8597548,+,4296,14
ENSMUSG00000062995,Ica1,protein_coding,islet cell autoantigen 1 [Source:MGI Symbol;Acc:MGI:96391],ENSMUST00000115519,6,8630527,8630675,-,149,2
ENSMUSG00000046178,Nxph1,protein_coding,neurexophilin 1 [Source:MGI Symbol;Acc:MGI:107492],ENSMUST00000160300,6,9247847,9249032,+,1186,6
ENSMUSG00000029632,Ndufa4,protein_coding,"Ndufa4, mitochondrial complex associated [Source:MGI Symbol;Acc:MGI:107686]",ENSMUST00000204978,6,11900292,11900534,-,243,1
ENSMUSG00000029629,Phf14,protein_coding,PHD finger protein 14 [Source:MGI Symbol;Acc:MGI:1923539],ENSMUST00000090632,6,12007111,12008081,+,971,5
ENSMUSG00000032625,Thsd7a,protein_coding,"thrombospondin, type I, domain containing 7A [Source:MGI Symbol;Acc:MGI:2685683]",ENSMUST00000172356,6,12311610,12317366,-,5757,24
ENSMUSG00000029571,Tmem106b,protein_coding,transmembrane protein 106B [Source:MGI Symbol;Acc:MGI:1919150],ENSMUST00000031556,6,13084327,13089269,+,4943,17
ENSMUSG00000079679,Vwde,protein_coding,von Willebrand factor D and EGF domains [Source:MGI Symbol;Acc:MGI:2685313],ENSMUST00000054530,6,13185610,13186705,-,1096,8
ENSMUSG00000029569,Tmem168,protein_coding,transmembrane protein 168 [Source:MGI Symbol;Acc:MGI:1921794],ENSMUST00000031554,6,13580687,13582786,-,2100,13
ENSMUSG00000042742,Bmt2,protein_coding,base methyltransferase of 25S rRNA 2 [Source:MGI Symbol;Acc:MGI:2141466],ENSMUST00000203078,6,13626815,13630556,-,3742,16
ENSMUSG00000048216,Gpr85,protein_coding,G protein-coupled receptor 85 [Source:MGI Symbol;Acc:MGI:1927851],ENSMUST00000060442,6,13834458,13835790,-,1333,6
ENSMUSG00000052419,2610001J05Rik,protein_coding,RIKEN cDNA 2610001J05 gene [Source:MGI Symbol;Acc:MGI:1913770],ENSMUST00000139231,6,13867735,13870531,-,2797,11
ENSMUSG00000042717,Ppp1r3a,protein_coding,"protein phosphatase 1, regulatory subunit 3A [Source:MGI Symbol;Acc:MGI:2153588]",ENSMUST00000045096,6,14713977,14717643,-,3667,23
ENSMUSG00000029563,Foxp2,protein_coding,forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705],ENSMUST00000115477,6,15438022,15441977,+,3956,14
ENSMUSG00000041390,Mdfic,protein_coding,MyoD family inhibitor domain containing [Source:MGI Symbol;Acc:MGI:104611],ENSMUST00000125326,6,15770600,15773304,+,2705,10
ENSMUSG00000029553,Tfec,protein_coding,transcription factor EC [Source:MGI Symbol;Acc:MGI:1333760],ENSMUST00000031533,6,16833373,16833952,-,580,2
ENSMUSG00000029552,Tes,protein_coding,testis derived transcript [Source:MGI Symbol;Acc:MGI:105081],ENSMUST00000076654,6,17104782,17105828,+,1047,6
ENSMUSG00000000058,Cav2,protein_coding,caveolin 2 [Source:MGI Symbol;Acc:MGI:107571],ENSMUST00000000058,6,17287048,17289115,+,2068,5
ENSMUSG00000007655,Cav1,protein_coding,"caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]",ENSMUST00000115453,6,17339455,17341452,+,1998,11
ENSMUSG00000009376,Met,protein_coding,met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969],ENSMUST00000115443,6,17571824,17573980,+,2157,11
ENSMUSG00000015733,Capza2,protein_coding,"capping protein (actin filament) muscle Z-line, alpha 2 [Source:MGI Symbol;Acc:MGI:106222]",ENSMUST00000015877,6,17665436,17666972,+,1537,8
ENSMUSG00000029534,St7,protein_coding,suppression of tumorigenicity 7 [Source:MGI Symbol;Acc:MGI:1927450],ENSMUST00000053148,6,17942766,17943025,+,260,3
ENSMUSG00000010797,Wnt2,protein_coding,"wingless-type MMTV integration site family, member 2 [Source:MGI Symbol;Acc:MGI:98954]",ENSMUST00000010941,6,17988940,17989813,-,874,3
ENSMUSG00000010796,Asz1,protein_coding,"ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:MGI Symbol;Acc:MGI:1921318]",ENSMUST00000010940,6,18050964,18051250,-,287,4
ENSMUSG00000041301,Cftr,protein_coding,cystic fibrosis transmembrane conductance regulator [Source:MGI Symbol;Acc:MGI:88388],ENSMUST00000045706,6,18321034,18322768,+,1735,6
ENSMUSG00000000416,Cttnbp2,protein_coding,cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467],ENSMUST00000146775,6,18366565,18367370,-,806,6
ENSMUSG00000044155,Lsm8,protein_coding,"LSM8 homolog, U6 small nuclear RNA associated [Source:MGI Symbol;Acc:MGI:1923772]",ENSMUST00000056398,6,18853692,18854053,+,362,3
ENSMUSG00000029517,Ankrd7,protein_coding,ankyrin repeat domain 7 [Source:MGI Symbol;Acc:MGI:1922446],ENSMUST00000031489,6,18879402,18879586,+,185,4
